rating_id,user_id,place_id,rating_place,rating_food,rating_service,user_personal_traits,user_personality,user_preferences,user_other_demographics,user_fav_cuisines,user_fav_payment_method
679,1101,135039,1,1,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
680,1101,135027,2,1,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
681,1101,135073,1,1,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
682,1101,135106,0,0,0,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
683,1101,132856,1,0,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
684,1101,135032,2,2,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
685,1101,135038,2,2,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
686,1101,135051,2,0,2,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
687,1101,135052,2,1,1,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
688,1101,135041,0,0,0,"{birth_year: 1988, weight: 50, height: 1.69, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hunter-ostentatious', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}","{'Chinese', 'Italian', 'Doughnuts', 'Afghan', 'Mexican', 'Burgers', 'Latin_American', 'Contemporary', 'Cafe-Coffee_Shop', 'Family', 'Cafeteria', 'Bar', 'Australian', 'Hot_Dogs', 'Diner'}",{'cash'}
689,1001,135085,0,1,1,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
690,1001,135040,1,1,1,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
691,1001,135039,1,1,1,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
692,1001,135045,1,1,1,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
693,1001,135033,1,1,1,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
694,1001,135025,2,2,2,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
695,1001,135051,1,1,2,"{birth_year: 1989, weight: 69, height: 1.77, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'none', employment: 'student'}",{'American'},{'cash'}
696,1135,135085,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
697,1135,135106,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
698,1135,135052,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
699,1135,135041,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
700,1032,132872,1,1,1,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
701,1032,135058,2,1,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
702,1032,135079,2,2,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
703,1032,135085,1,1,1,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
704,1032,135042,0,1,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
705,1032,132856,1,1,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
706,1135,132825,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
707,1135,132834,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
708,1032,135038,1,1,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
709,1032,132834,1,1,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
710,1032,135060,1,1,1,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
711,1135,135058,0,0,0,"{birth_year: 1988, weight: 66, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hunter-ostentatious', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}","{'Organic-Healthy', 'Steaks', 'Middle_Eastern', 'Mediterranean', 'British', 'Austrian', 'Israeli', 'Doughnuts', 'Pizzeria', 'Seafood', 'Fast_Food', 'Moroccan', 'Hot_Dogs', 'Russian-Ukrainian', 'Malaysian', 'Burgers', 'Fusion', 'Korean', 'Japanese', 'Vegetarian', 'Turkish', 'Peruvian', 'Juice', 'Tapas', 'Eclectic', 'African', 'Basque', 'Canadian', 'Afghan', 'Diner', 'Irish', 'Sushi', 'Polynesian', 'Bagels', 'Tex-Mex', 'Cuban', 'Southwestern', 'Cafe-Coffee_Shop', 'Continental-European', 'Family', 'Indian-Pakistani', 'Tea_House', 'International', 'Pacific_Northwest', 'Australian', 'German', 'Regional', 'Spanish', 'Persian', 'Ethiopian', 'Romanian', 'Cambodian', 'Pacific_Rim', 'Tunisian', 'Filipino', 'Dim_Sum', 'Breakfast-Brunch', 'Contemporary', 'Greek', 'Thai', 'Swiss', 'Bar', 'Soup', 'American', 'Mongolian', 'Cajun-Creole', 'Armenian', 'Indigenous', 'Bar_Pub_Brewery', 'Hawaiian', 'Cafeteria', 'Lebanese', 'Chinese', 'Portuguese', 'Caribbean', 'Indonesian', 'Hungarian', 'Bakery', 'Dutch-Belgian', 'Deli-Sandwiches', 'Kosher', 'Fine_Dining', 'Jamaican', 'Tibetan', 'Latin_American', 'Southeast_Asian', 'Eastern_European', 'Mexican', 'Burmese', 'California', 'Game', 'Italian', 'Scandinavian', 'Chilean', 'Polish', 'North_African', 'Asian', 'Vietnamese', 'Barbecue', 'French', 'Brazilian', 'Southern', 'Dessert-Ice_Cream'}",{'cash'}
712,1032,135032,0,0,0,"{birth_year: 1989, weight: 40, height: 1.75, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
