rating_id,user_id,place_id,rating_place,rating_food,rating_service,place_name,place_address,place_features,parking_arrangements,accepted_payment_modes,cuisines
539,1052,132870,1,1,1,Tortas y hamburguesas el gordo,"{street: 'Ricardo B. Anaya', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Burgers'}
540,1104,135041,1,2,1,Luna Cafe,"{street: 'Francisco I. Madero 215', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},"{'Bar', ' Cafeteria'}"
541,1079,134986,2,2,2,Restaurant Las Mananitas,"{street: 'Ricardo Linares 107', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'formal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'any'},{'International'}
542,1079,134976,1,1,0,Log Yin,"{street: , city: , state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'VISA', ' MasterCard-Eurocard', ' American_Express', ' checks'}","{'Mexican', ' Mediterranean', ' Burgers'}"
543,1079,132768,2,2,2,Mariscos Tia Licha,"{street: 'avenida salvador montiel', city: 'cuernavaca', state: 'morelos', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'partially', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",none,"{'cash', ' bank_debit_cards'}",{'Family'}
544,1079,132766,1,2,1,Mikasa,"{street: 'Himno nacional esq. Blvd. Juarez', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Japanese'}
545,1045,132825,2,1,1,puesto de tacos,"{street: 'esquina santos degollado y leon guzman', city: 's.l.p.', state: 's.l.p.', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'open', other_services: 'none'}",none,{'cash'},{'Mexican'}
546,1045,135064,0,0,0,Restaurante El Chivero S.A. de C.V.,"{street: 'Angel Veral 328 Altamira', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
547,1045,132856,1,2,2,Unicols Pizza,"{street: 'Plaza del Carmen', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Italian'}
548,1045,135085,2,2,2,Tortas Locas Hipocampo,"{street: 'Venustiano Carranza 719 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Fast_Food'}
549,1045,135032,0,0,0,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
550,1045,132834,1,1,1,Gorditas Doa Gloria,"{street: 'sevilla y olmedo 715 a', city: 'san luis potosi', state: 'san luis potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Mexican'}
551,1045,135052,1,2,2,La Cantina Restaurante,"{street: 'Ignacio Aldama 300 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
552,1045,135060,2,2,2,Restaurante Marisco Sam,"{street: 'Ignacio Allende 785 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Seafood'}
553,1045,135051,2,2,2,Restaurante Versalles,"{street: 'Francisco I. Madero 145 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
554,1045,135041,1,2,1,Luna Cafe,"{street: 'Francisco I. Madero 215', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},"{'Bar', ' Cafeteria'}"
555,1009,132754,1,2,1,Cabana Huasteca,"{street: 'Cuauhtemoc 455', city: 'San Luis Potosi', state: 'S.L.P.', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'partially', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Mexican'}
556,1009,132862,2,1,2,La Posada del Virrey,"{street: 'Av. V. Carranza', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'casual', accessibility: 'completely', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",valet parking,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express', ' bank_debit_cards'}",{'International'}
557,1009,135060,1,1,1,Restaurante Marisco Sam,"{street: 'Ignacio Allende 785 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Seafood'}
558,1009,135059,2,1,1,Restaurant Bar Hacienda los Martinez,"{street: 'Santos Degollado 745 los Alamitos', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Bar'}
559,1009,132834,2,2,1,Gorditas Doa Gloria,"{street: 'sevilla y olmedo 715 a', city: 'san luis potosi', state: 'san luis potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Mexican'}
560,1009,135058,1,1,2,Restaurante Tiberius,"{street: 'Munoz Sn Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Pizzeria'}
561,1009,135038,2,2,2,Restaurant la Chalita,"{street: 'Guajardo Sn San Luis Potosi Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
562,1009,132825,1,1,0,puesto de tacos,"{street: 'esquina santos degollado y leon guzman', city: 's.l.p.', state: 's.l.p.', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'open', other_services: 'none'}",none,{'cash'},{'Mexican'}
563,1009,135052,2,1,0,La Cantina Restaurante,"{street: 'Ignacio Aldama 300 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
564,1009,135063,0,0,0,Restaurante Alhondiga,"{street: 'Alhondiga 62 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
565,1009,135079,1,2,2,Koye Sushi,"{street: 'Nereo Rodriguez Barragan 450 E Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' American_Express'}",{'Chinese'}
566,1016,132834,2,2,2,Gorditas Doa Gloria,"{street: 'sevilla y olmedo 715 a', city: 'san luis potosi', state: 'san luis potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Mexican'}
567,1016,135042,1,2,2,Restaurant Oriental Express,"{street: 'Tangamanga 7 Tangamanga', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Chinese'}
568,1016,135032,2,2,2,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
569,1016,135106,2,2,2,El RincÛn de San Francisco,"{street: 'Universidad 169', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'only at bar', dress_code: 'informal', accessibility: 'partially', price: 'medium', franchise: 'f', area: 'open', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Mexican'}
570,1016,132856,2,2,2,Unicols Pizza,"{street: 'Plaza del Carmen', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Italian'}
571,1016,135045,2,2,2,Restaurante la Gran Via,"{street: 'Venustiano Carranza 560 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'casual', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
572,1016,135060,2,2,2,Restaurante Marisco Sam,"{street: 'Ignacio Allende 785 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Seafood'}
573,1016,135066,2,2,2,Restaurante Guerra,"{street: '20 de Noviembre 1817 Tlaxcala', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
574,1016,135085,2,2,0,Tortas Locas Hipocampo,"{street: 'Venustiano Carranza 719 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Fast_Food'}
575,1016,135052,2,2,2,La Cantina Restaurante,"{street: 'Ignacio Aldama 300 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
576,1016,132862,2,2,2,La Posada del Virrey,"{street: 'Av. V. Carranza', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'casual', accessibility: 'completely', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",valet parking,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express', ' bank_debit_cards'}",{'International'}
577,1016,135051,2,2,0,Restaurante Versalles,"{street: 'Francisco I. Madero 145 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
578,1016,135062,2,2,2,Restaurante El Cielo Potosino,"{street: 'Julian de Los Reyes 400 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{}
579,1047,132875,0,0,0,shi ro ie,"{street: , city: , state: , country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 't', area: 'open', other_services: 'Internet'}",valet parking,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express', ' bank_debit_cards'}",{'Japanese'}
580,1047,132877,0,0,0,sirloin stockade,"{street: , city: , state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
581,1047,132884,0,0,0,dairy queen,"{street: , city: , state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
582,1095,132872,1,2,2,Pizzeria Julios,"{street: , city: 's.l.p', state: 'mexico', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'partially', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' bank_debit_cards'}",{'American'}
583,1095,135034,2,2,2,Michiko Restaurant Japones,"{street: 'Cordillera de Los Alpes 160 Lomas 2 Seccion', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Japanese'}
584,1095,135058,1,2,2,Restaurante Tiberius,"{street: 'Munoz Sn Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Pizzeria'}
585,1034,135086,1,1,1,Mcdonalds Parque Tangamanga,"{street: 'Lateral Salvador Nava Martinez 3145', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Burgers', ' Fast_Food'}"
586,1095,132861,1,1,1,Carls Jr,"{street: 'Av. V. Carranza', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'completely', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express', ' bank_debit_cards'}",{'Burgers'}
587,1034,135049,0,0,0,Restaurante de Mariscos la Langosta,"{street: 'Cordillera de Los Alpes 675 Loma Verde', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Seafood'}
588,1034,132723,1,0,1,Gordas de morales,"{street: , city: , state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'section', dress_code: 'informal', accessibility: 'completely', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA'}",{'Mexican'}
589,1095,132723,2,2,2,Gordas de morales,"{street: , city: , state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'section', dress_code: 'informal', accessibility: 'completely', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA'}",{'Mexican'}
590,1095,135086,1,2,1,Mcdonalds Parque Tangamanga,"{street: 'Lateral Salvador Nava Martinez 3145', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Burgers', ' Fast_Food'}"
591,1095,135055,2,2,2,la Cochinita Pibil Restaurante Yucateco,"{street: 'Venustiano Carranza 2175 Jardin', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Mexican'}
592,1007,135058,1,2,1,Restaurante Tiberius,"{street: 'Munoz Sn Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Pizzeria'}
593,1007,135085,1,2,0,Tortas Locas Hipocampo,"{street: 'Venustiano Carranza 719 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Fast_Food'}
594,1095,135064,1,1,1,Restaurante El Chivero S.A. de C.V.,"{street: 'Angel Veral 328 Altamira', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
595,1095,135035,2,2,2,El Mundo de la Pasta,"{street: 'Rio Papaloapan 265 Lomas de San Luis (3)', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Italian'}
596,1095,135072,2,2,2,Sushi Itto,"{street: 'Venustiano Carranza 1809 C Polanco', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Japanese'}
597,1007,135025,1,1,1,El Rincon de San Francisco,"{street: '1a. de Lozada 1', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Mexican'}
598,1007,135032,1,1,0,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
599,1007,135086,0,0,0,Mcdonalds Parque Tangamanga,"{street: 'Lateral Salvador Nava Martinez 3145', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Burgers', ' Fast_Food'}"
600,1007,132572,1,1,1,Cafe Chaires,"{street: , city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Cafeteria'}
601,1007,135038,1,1,0,Restaurant la Chalita,"{street: 'Guajardo Sn San Luis Potosi Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
602,1078,132885,1,1,1,Hamburguesas saul,"{street: 'Av. Saan Luis enttre moctezuma y salinas', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Cafeteria'}
603,1099,135076,1,1,0,Restaurante Pueblo Bonito,"{street: 'Mexico 2015 Providencia', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
604,1099,132834,2,2,2,Gorditas Doa Gloria,"{street: 'sevilla y olmedo 715 a', city: 'san luis potosi', state: 'san luis potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Mexican'}
605,1008,132866,1,1,1,Chaires,"{street: 'Ricardo B. Anaya', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'completely', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},"{'Bakery', ' Cafeteria'}"
606,1008,132858,1,2,1,Hamburguesas Valle Dorado,"{street: 'Av. Coral', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Burgers'}
607,1099,135043,2,2,2,pizza clasica,"{street: '524 Soledad de Graciano Sanchez', city: 'Soledad', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},"{'Fast_Food', ' Pizzeria'}"
608,1099,132885,0,0,0,Hamburguesas saul,"{street: 'Av. Saan Luis enttre moctezuma y salinas', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",public,{'cash'},{'Cafeteria'}
609,1008,132854,2,2,1,Sirlone,"{street: 'carr. mexico', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' bank_debit_cards'}",{'International'}
610,1099,132872,1,1,2,Pizzeria Julios,"{street: , city: 's.l.p', state: 'mexico', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'partially', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' bank_debit_cards'}",{'American'}
611,1008,135108,1,1,0,Potzocalli,"{street: 'Carretera Central Sn', city: 'San Luis Potosi', state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
